#FEATURE_ID	MI.M05812_0379.001.FLD_ill_100_i7---IDT_i5_5.Mesocosm-1-Aug-18-2021	MI.M05812_0379.001.FLD_ill_101_i7---IDT_i5_5.Mesocosm-1-Sep-1-2021	MI.M05812_0379.001.FLD_ill_108_i7---IDT_i5_6.Mesocosm-2-Aug-18-2021	MI.M05812_0379.001.FLD_ill_109_i7---IDT_i5_6.Mesocosm-2-Sep-1-2021	MI.M05812_0379.001.FLD_ill_116_i7---IDT_i5_7.Mesocosm-3-Aug-18-2021	MI.M05812_0379.001.FLD_ill_117_i7---IDT_i5_7.Mesocosm-3-Sep-1-2021	MI.M05812_0379.001.FLD_ill_124_i7---IDT_i5_8.Mesocosm-4-Aug-18-2021	MI.M05812_0379.001.FLD_ill_125_i7---IDT_i5_8.Mesocosm-4-Sep-1-2021	MI.M05812_0379.001.FLD_ill_132_i7---IDT_i5_9.Mesocosm-5-Aug-18-2021	MI.M05812_0379.001.FLD_ill_133_i7---IDT_i5_9.Mesocosm-5-Sep-1-2021	MI.M05812_0379.001.FLD_ill_140_i7---IDT_i5_10.Mesocosm-6-Aug-18-2021	MI.M05812_0379.001.FLD_ill_141_i7---IDT_i5_10.Mesocosm-6-Sep-1-2021	MI.M05812_0379.001.FLD_ill_148_i7---IDT_i5_11.Mesocosm-7-Aug-18-2021	MI.M05812_0379.001.FLD_ill_149_i7---IDT_i5_11.Mesocosm-7-Sep-1-2021	MI.M05812_0379.001.FLD_ill_156_i7---IDT_i5_12.Mesocosm-8-Aug-18-2021	MI.M05812_0379.001.FLD_ill_157_i7---IDT_i5_12.Mesocosm-8-Sep-1-2021	MI.M05812_0379.001.FLD_ill_164_i7---IDT_i5_1.Mesocosm-9-Aug-18-2021	MI.M05812_0379.001.FLD_ill_165_i7---IDT_i5_1.Mesocosm-9-Sep-1-2021	MI.M05812_0379.001.FLD_ill_172_i7---IDT_i5_2.Mesocosm-10-Aug-18-2021	MI.M05812_0379.001.FLD_ill_173_i7---IDT_i5_2.Mesocosm-10-Sep-1-2021	MI.M05812_0379.001.FLD_ill_180_i7---IDT_i5_3.Mesocosm-11-Aug-18-2021	MI.M05812_0379.001.FLD_ill_181_i7---IDT_i5_3.Mesocosm-11-Sep-1-2021	MI.M05812_0379.001.FLD_ill_188_i7---IDT_i5_4.Mesocosm-12-Aug-18-2021	MI.M05812_0379.001.FLD_ill_189_i7---IDT_i5_4.Mesocosm-12-Sep-1-2021	MI.M05812_0392.001.FLD_ill_001_i7---IDT_i5_6.M1-13-07-21	MI.M05812_0392.001.FLD_ill_002_i7---IDT_i5_6.M1-30-07-21	MI.M05812_0392.001.FLD_ill_003_i7---IDT_i5_6.M1-13-10-21	MI.M05812_0392.001.FLD_ill_009_i7---IDT_i5_7.M2-13-07-21	MI.M05812_0392.001.FLD_ill_010_i7---IDT_i5_7.M2-30-07-21	MI.M05812_0392.001.FLD_ill_011_i7---IDT_i5_7.M2-13-10-21	MI.M05812_0392.001.FLD_ill_017_i7---IDT_i5_8.M3-13-07-21	MI.M05812_0392.001.FLD_ill_018_i7---IDT_i5_8.M3-30-07-21	MI.M05812_0392.001.FLD_ill_019_i7---IDT_i5_8.M3-13-10-21	MI.M05812_0392.001.FLD_ill_025_i7---IDT_i5_9.M4-13-07-21	MI.M05812_0392.001.FLD_ill_026_i7---IDT_i5_9.M4-30-07-21	MI.M05812_0392.001.FLD_ill_027_i7---IDT_i5_9.M4-13-10-21	MI.M05812_0392.001.FLD_ill_033_i7---IDT_i5_10.M5-13-07-21	MI.M05812_0392.001.FLD_ill_034_i7---IDT_i5_10.M5-30-07-21	MI.M05812_0392.001.FLD_ill_035_i7---IDT_i5_10.M5-13-10-21	MI.M05812_0392.001.FLD_ill_041_i7---IDT_i5_11.M6-13-07-21	MI.M05812_0392.001.FLD_ill_042_i7---IDT_i5_11.M6-30-07-21	MI.M05812_0392.001.FLD_ill_043_i7---IDT_i5_11.M6-13-10-21	MI.M05812_0392.001.FLD_ill_049_i7---IDT_i5_12.M7-13-07-21	MI.M05812_0392.001.FLD_ill_050_i7---IDT_i5_12.M7-30-07-21	MI.M05812_0392.001.FLD_ill_051_i7---IDT_i5_12.M7-13-10-21	MI.M05812_0392.001.FLD_ill_057_i7---IDT_i5_1.M8-13-07-21	MI.M05812_0392.001.FLD_ill_058_i7---IDT_i5_1.M8-30-07-21	MI.M05812_0392.001.FLD_ill_059_i7---IDT_i5_1.M8-13-10-21	MI.M05812_0392.001.FLD_ill_065_i7---IDT_i5_2.M9-13-07-21	MI.M05812_0392.001.FLD_ill_066_i7---IDT_i5_2.M9-30-07-21	MI.M05812_0392.001.FLD_ill_067_i7---IDT_i5_2.M9-13-10-21	MI.M05812_0392.001.FLD_ill_074_i7---IDT_i5_3.M10-30-07-21	MI.M05812_0392.001.FLD_ill_075_i7---IDT_i5_3.M10-13-10-21	MI.M05812_0392.001.FLD_ill_081_i7---IDT_i5_4.M11-13-07-21	MI.M05812_0392.001.FLD_ill_082_i7---IDT_i5_4.M11-30-07-21	MI.M05812_0392.001.FLD_ill_083_i7---IDT_i5_4.M11-13-10-21	MI.M05812_0392.001.FLD_ill_089_i7---IDT_i5_5.M12-13-07-21	MI.M05812_0392.001.FLD_ill_091_i7---IDT_i5_5.M12-13-10-21	taxonomy
49	19	0	357	85	0	75	0	0	0	0	92	83	38	0	201	131	27	0	0	23	0	0	19	0	810	21	0	0	43	17	0	59	0	383	313	0	36	445	0	0	11	0	1396	0	0	187	103	0	0	0	0	0	0	75	45	0	39	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylotenera;
50	0	0	0	140	0	0	0	0	0	42	0	33	80	2894	0	7	0	0	0	0	0	0	115	791	0	0	0	0	0	104	0	0	0	0	0	0	0	0	39	0	0	515	0	0	9	0	0	0	0	0	0	0	11	0	0	15	0	221	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Pleomorphomonadaceae;g__Prosthecomicrobium;
51	16	1441	160	215	24	29	58	916	42	213	13	154	30	214	0	484	50	79	140	675	0	0	0	10	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;
52	8	13	0	0	0	0	3	0	99	105	0	0	0	31	49	0	144	149	0	25	16	0	0	0	191	0	0	0	0	0	0	7	0	2	72	0	0	132	0	0	21	12	9	0	620	0	44	16	1557	9	737	15	33	717	56	54	0	4	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__GKS98 freshwater group;
53	0	0	52	51	0	0	0	0	0	0	61	46	73	81	7	0	0	0	0	0	0	0	33	87	19	12	0	707	450	324	0	0	0	0	11	0	23	34	0	313	43	44	1148	48	24	33	110	0	0	0	0	0	23	25	16	15	801	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Altererythrobacter;
54	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	22	0	16	27	21	34	0	200	0	0	26	212	0	9	0	26	30	235	0	22	3501	0	8	6	0	0	97	0	54	0	11	47	0	4	k__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;
55	35	63	152	280	23	0	0	47	0	0	0	471	0	0	0	0	0	1319	0	1162	0	63	0	22	0	0	0	1	120	0	0	23	0	0	86	0	0	0	0	0	0	0	0	0	23	0	206	0	81	280	64	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Hydrogenophaga;
56	182	89	0	0	154	0	800	524	397	176	0	0	0	0	6	978	707	32	221	7	0	0	0	0	0	29	0	0	0	0	0	12	0	0	0	32	0	0	10	0	0	0	0	0	0	0	0	19	0	15	0	0	0	0	0	0	0	0	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__uncultured-Saprospiraceae;
57	712	1175	0	0	370	0	0	228	0	66	60	665	0	0	119	248	72	51	54	236	0	47	0	0	0	0	210	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	9	0	0	10	0	0	k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Roseiflexaceae;g__uncultured-Roseiflexaceae;
58	136	0	251	0	0	0	31	0	0	0	0	181	400	0	0	0	231	507	192	861	0	166	0	0	0	161	0	0	275	0	0	202	0	0	657	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Hydrogenophaga;
59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	41	0	0	0	0	0	0	0	0	56	0	0	783	79	0	0	0	0	132	113	0	266	27	0	54	0	0	79	0	0	989	19	0	89	0	0	0	61	321	333	65	756	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Tabrizicola;
60	0	0	0	34	0	0	16	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	32	0	0	47	135	18	1043	0	0	0	0	34	72	0	27	555	13	0	1332	0	0	64	0	17	143	0	0	263	0	37	0	19	26	47	181	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Rhizobacter;
61	30	122	8	5	297	8	204	1454	42	10	5	0	0	6	0	0	9	17	17	64	0	3	91	261	0	0	149	0	5	0	0	24	180	0	0	617	0	0	12	0	0	21	0	0	8	0	0	11	0	18	13	24	88	0	2	133	0	16	k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Chloroplast;f__ChloroplastOR;g__ChloroplastOR;
62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	45	0	0	2381	0	0	0	0	0	0	0	0	1419	0	0	30	0	0	0	0	0	0	9	k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Isosphaerales;f__Isosphaeraceae;g__uncultured-Isosphaeraceae;
63	63	0	237	148	0	576	41	0	74	221	98	75	235	289	0	0	231	382	97	74	0	0	108	368	0	23	0	0	95	120	0	15	0	0	18	0	0	0	0	0	98	0	0	75	0	0	0	0	0	44	0	63	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polynucleobacter;
64	10	0	212	0	56	20	995	0	1250	97	7	0	5	0	63	0	0	0	0	0	6	0	380	169	5	87	0	0	0	7	0	11	0	20	15	0	0	16	0	0	0	0	0	0	0	9	12	0	0	0	0	0	0	359	0	0	0	0	k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Chloroplast;f__ChloroplastOR;g__ChloroplastOR;
65	5	7	0	0	15	0	0	53	0	134	0	173	0	1085	0	0	187	505	62	96	0	0	16	496	0	0	89	0	0	137	0	0	0	0	0	13	0	0	37	0	0	100	0	0	64	0	0	4	0	0	275	0	17	0	0	19	0	158	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__Legionella;
66	28	64	36	106	72	0	0	22	10	0	37	62	19	0	0	0	0	0	0	10	0	0	243	254	0	124	913	0	337	147	0	84	14	0	0	0	0	0	0	0	193	90	0	217	21	0	0	0	0	49	57	56	216	0	0	176	0	7	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Mesorhizobium;
67	0	0	0	0	0	173	0	0	0	0	0	0	0	0	54	105	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	3060	0	0	0	0	0	0	0	17	0	0	39	0	96	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Rhodoferax;
68	63	0	0	0	92	0	514	0	74	0	0	70	9	141	353	150	95	35	0	0	0	0	273	0	0	91	0	0	79	0	0	264	0	0	92	0	0	0	0	0	370	0	0	405	0	0	0	0	0	197	0	212	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Pedomicrobium;
70	0	0	0	23	0	0	0	0	32	13	0	0	0	0	0	0	13	0	0	0	0	0	21	19	83	43	0	405	98	33	0	49	44	64	38	30	34	760	69	103	132	57	62	106	235	163	50	0	66	44	82	64	0	110	190	19	44	20	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Blastomonas;
71	106	142	190	147	0	15	0	166	18	377	17	23	0	0	0	0	295	553	83	291	0	51	56	35	0	43	0	0	79	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0	0	0	0	311	0	96	0	0	94	0	0	k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__Cyanobium PCC-6307;
72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	34	0	0	0	0	0	0	0	0	0	0	0	1348	0	0	0	0	0	0	11	27	0	0	79	307	18	0	183	0	0	24	33	60	0	10	0	11	0	345	0	0	803	0	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Terrimonas;
73	0	0	1391	0	0	0	0	0	0	586	741	0	0	0	0	0	0	0	0	0	0	0	18	446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;
74	0	21	0	99	9	0	0	41	0	0	0	0	0	65	0	196	0	17	0	45	0	0	21	29	18	0	53	130	23	111	0	40	13	74	30	163	60	200	158	273	31	69	76	24	61	76	78	97	66	46	49	64	67	70	125	54	136	124	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylophilus;
75	0	25	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	611	0	0	0	0	0	597	0	0	28	0	0	126	0	0	37	0	0	74	0	0	438	0	0	17	0	238	0	0	267	0	728	k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__PeM15;f__PeM15OR;g__PeM15OR;
76	36	227	26	1440	0	10	0	0	0	0	0	7	0	281	8	0	0	131	50	42	0	49	40	199	0	0	0	30	0	0	0	25	0	11	0	0	21	14	0	0	169	36	0	199	0	0	26	0	0	0	5	41	0	0	0	0	12	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Limnobacter;
77	0	0	0	0	0	0	0	0	52	130	54	234	699	0	0	0	18	26	0	0	0	0	40	43	0	18	0	0	0	0	0	243	0	0	0	0	0	0	0	0	543	0	0	463	0	0	0	0	0	219	0	348	0	0	0	0	0	0	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Sediminibacterium;
79	0	0	9	0	51	20	0	40	229	89	873	675	444	28	50	0	109	111	146	0	26	0	79	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	12	0	9	10	0	0	0	0	0	0	0	0	0	0	0	0	14	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Candidatus Methylopumilus;
80	0	32	0	58	0	115	0	0	0	0	0	0	0	97	0	0	121	167	87	1038	0	0	0	38	0	0	0	0	0	99	0	0	50	0	0	0	0	0	0	0	0	0	0	0	518	0	0	0	0	0	209	0	180	0	45	173	0	19	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Limnohabitans;
81	27	0	0	0	0	0	0	0	0	0	0	152	0	0	247	0	74	164	111	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1175	202	0	61	0	0	0	0	655	85	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingorhabdus;
82	0	0	0	0	120	54	20	109	0	739	41	1812	28	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__Fluviicola;
83	0	0	0	13	0	0	0	16	0	0	0	0	9	0	0	0	0	0	0	0	0	45	64	480	0	55	0	0	362	0	0	38	11	0	0	0	0	0	0	0	298	12	0	322	25	0	0	0	0	38	0	115	0	0	0	0	0	1059	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Ancylobacter;
84	316	109	269	119	100	0	284	95	115	0	94	117	26	6	51	22	19	0	115	71	4	0	66	92	0	8	0	0	336	0	0	105	0	0	0	0	0	28	0	0	76	31	0	71	0	0	0	29	0	63	0	4	0	0	8	0	0	25	k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Chloroplast;f__ChloroplastOR;g__ChloroplastOR;
85	126	823	0	56	112	0	0	467	200	88	0	0	0	0	0	83	0	0	78	137	0	218	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	115	0	0	80	0	0	k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Synechococcales;f__Cyanobiaceae;g__Cyanobium PCC-6307;
86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	2	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	12	0	0	2389	0	140	0	0	100	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__Legionella;
87	222	0	1015	46	55	0	121	0	42	0	212	343	0	0	48	499	0	0	0	0	0	0	68	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__37-13;g__37-13FA;
88	394	659	0	13	205	8	15	148	31	52	0	323	0	0	59	333	44	36	33	144	0	0	0	0	0	0	189	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Roseiflexaceae;g__uncultured-Roseiflexaceae;
89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	40	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	21	5	0	317	0	0	0	0	0	781	0	0	851	534	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Rurimicrobium;
90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	92	0	0	2323	0	58	25	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;
91	0	0	0	32	0	7	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	534	52	31	0	0	0	12	0	34	122	497	187	105	0	0	283	0	0	32	18	25	0	0	84	0	59	0	70	46	264	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Gemmobacter;
92	5	0	0	149	0	5	8	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	18	0	50	13	0	109	0	0	0	29	0	99	126	0	26	115	6	74	43	0	26	40	0	198	225	0	34	17	0	38	0	152	828	0	73	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium;
93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2264	0	0	0	0	0	0	0	0	0	0	0	0	68	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Variovorax;
94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	21	0	0	0	0	2140	0	0	0	0	0	0	0	0	0	191	0	1	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Reyranellales;f__Reyranellaceae;g__Reyranella;
95	160	14	27	0	104	5	348	137	178	22	80	13	0	0	39	56	4	0	16	13	5	21	78	150	0	136	66	0	77	0	0	96	3	0	49	20	0	104	7	14	50	101	2	48	0	0	0	0	0	70	0	30	37	14	10	37	6	20	k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Chloroplast;f__ChloroplastOR;g__ChloroplastOR;
96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	124	0	0	1811	0	0	0	0	47	144	0	182	0	0	0	0	0	0	34	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Hydrogenophaga;
97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	573	0	0	0	78	0	150	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	69	0	0	0	0	0	0	9	0	0	1316	0	0	0	0	0	0	36	4	0	120	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;
98	0	449	0	238	64	0	0	140	0	0	50	0	0	0	0	153	0	0	0	0	0	142	486	690	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__SM2D12;g__SM2D12FA;
99	0	25	0	11	0	37	0	20	58	0	0	0	0	0	110	95	48	67	35	30	75	73	22	0	56	36	0	71	0	41	0	0	0	117	24	65	80	90	28	0	17	33	74	29	9	141	75	0	119	24	24	67	57	203	182	39	12	0	k__Bacteria;p__Firmicutes;c__Desulfitobacteriia;o__Desulfitobacteriales;f__Desulfitobacteriaceae;g__Desulfosporosinus;
100	0	0	0	0	0	10	0	0	291	29	6	0	0	0	38	0	13	3	0	0	32	0	0	0	29	139	0	55	0	0	0	159	0	203	99	0	26	29	0	22	3	0	267	0	0	232	113	0	89	131	0	11	0	250	7	0	112	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__uncultured-Neisseriaceae;
101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147	0	0	264	0	0	309	0	0	192	0	0	268	0	0	314	0	0	421	0	103	0	0	118	0	245	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Cereibacter;
102	19	10	0	0	0	20	8	0	20	33	8	728	13	1209	0	0	34	198	16	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Frankiales;f__Sporichthyaceae;g__hgcI clade;
103	64	0	237	39	0	0	0	0	0	0	375	28	109	15	0	0	0	0	0	0	6	0	0	13	0	0	0	67	16	0	0	17	0	0	24	0	0	108	0	5	30	0	41	34	0	0	117	0	0	0	0	72	0	25	771	0	112	0	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Algoriphagus;
104	129	61	0	0	16	26	0	0	42	679	23	211	38	246	0	0	115	122	203	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	26	k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Frankiales;f__Sporichthyaceae;g__Candidatus Planktophila;
105	20	20	13	33	0	0	0	0	0	0	0	22	0	36	22	97	28	21	10	14	31	38	29	10	39	12	10	350	38	0	0	0	11	30	21	0	86	79	5	299	52	0	126	61	0	50	65	0	28	44	0	11	9	15	53	12	308	6	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Pseudaminobacter;
106	10	0	0	47	0	0	114	0	15	22	13	25	0	0	0	57	0	0	0	0	388	571	44	0	0	0	0	0	0	0	0	0	374	0	0	174	0	0	45	0	0	0	0	0	214	0	0	23	0	0	49	0	39	0	0	26	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudorhodobacter;
107	30	15	38	27	13	10	132	9	9	0	43	9	0	0	0	0	0	0	0	4	1223	166	78	71	0	7	6	0	4	0	0	25	27	0	0	6	0	0	0	0	0	0	0	9	0	0	0	21	0	10	5	5	52	23	93	52	0	0	k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Chloroplast;f__ChloroplastOR;g__ChloroplastOR;
109	0	0	37	0	0	1697	0	0	0	0	0	0	0	51	0	0	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Limnohabitans;
110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2109	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;
111	113	0	0	0	32	0	5	0	64	785	211	439	0	0	7	452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__NS11-12 marine group;g__NS11-12 marine groupFA;
112	0	0	0	0	0	1526	41	0	0	3	20	8	174	5	4	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Puniceicoccaceae;g__Cerasicoccus;
